src,tgt,hyp,ref,task,label
"Если бы он знал его номер телефона, он мог бы ему позвонить.","If he knew his phone number, he could call him.","If he knew his phone number, he could have called him.",either,MT,0
Она мне больше нравится.,I like her better.,I like her better.,either,MT,0
"Я думаю, Том этого заслуживает.",I think Tom deserves that.,I think Tom deserves it.,either,MT,0
Том боится просить о помощи.,Tom is scared to ask for help.,Tom is afraid to ask for help.,either,MT,0
Том — звезда команды.,Tom is the star of the team.,Tom is the star of the team.,either,MT,0
Том часто играет на гитаре.,Tom often plays the guitar.,Tom often plays guitar.,either,MT,1
"Если вы меня ударите, я дам сдачи.","If you hit me, I'll hit you back.","If you hit me, I'll give up.",either,MT,1
В какой-то момент Том должен уйти.,"At some point, Tom has to leave.",At some point Tom has to leave.,either,MT,0
Первой жертвой стал Том.,The first victim was Tom.,Tom was the first victim.,either,MT,0
Я живу с Томом.,I live with Tom.,I live with Tom.,either,MT,0
Её любимая команда редко побеждает в соревнованиях.,Her favourite team doesn't win many competitions.,Her favorite team rarely wins competitions.,either,MT,0
"По-моему, они Вам маловаты.",I think they're a little small for you.,I think they're small for you.,either,MT,0
Остриги ногти.,Clip your nails.,Cut your nails.,either,MT,0
Это меня по-настоящему потрясло.,That really shocked me.,I was really shocked.,either,MT,0
Некоторые белки очень умны.,Some squirrels are very smart.,Some proteins are very smart.,either,MT,1
"Мы слышали, как кто-то кричал.",We heard someone scream.,We heard someone screaming.,either,MT,0
Снаружи холодно.,It's cold outside.,It's cold outside.,either,MT,0
"Дождь льёт, как из ведра.",It's raining cats and dogs.,It's raining like a bucket.,either,MT,1
Это мероприятие является открытым для общественности.,This event is open to the public.,This event is open to the public.,either,MT,0
Это твоя спальня.,This is your bedroom.,This is your bedroom.,either,MT,0
"Мне нравится, как вы произносите моё имя.",I love the way you say my name.,I like the way you pronounce my name.,either,MT,0
Вы когда-нибудь навещали кого-то в тюрьме?,Have you ever visited someone in prison?,Have you ever visited anyone in prison?,either,MT,0
Он исчез в толпе.,He disappeared in the crowd.,He disappeared in the crowd.,either,MT,0
Я больше не хочу иметь дела с Томом.,I don't want anything to do with Tom anymore.,I don't want to have anything to do with Tom anymore.,either,MT,0
В моей семье такого бы не произошло.,That wouldn't happen in my family.,That wouldn't have happened in my family.,either,MT,0
Вам нужно её послушать.,You need to listen to her.,You need to listen to her.,either,MT,0
"Эх, кабы я была царицей!","Oh, if only I were a queen.","Oh, I wish I was a queen!",either,MT,1
Всё уже закрыто.,Everything's already closed.,It's all closed.,either,MT,0
"Я счастлив, потому что с сегодняшнего дня у нас в школе не будет занятий до сентября.","I'm happy because starting today, we don't have any school until September.","I'm happy because from today, we won't have classes at school until September.",either,MT,0
Мы гордимся нашим достижением.,We're proud of our achievement.,We're proud of what we've accomplished.,either,MT,0
Вино - алкогольный напиток.,Wine is an alcoholic beverage.,Wine is an alcoholic beverage.,either,MT,0
Том сделал свою часть.,Tom did his part.,Tom did his part.,either,MT,0
Я ей не плачу.,I don't pay her.,I'm not crying for her.,either,MT,1
Места на всех не хватает.,There's not enough room for everyone.,There's not enough room for everyone.,either,MT,0
"Это худшее, что вы можете сделать!",That's the worst thing you can do!,That's the worst thing you can do!,either,MT,0
На его лице был страх.,There was fear on his face.,There was fear on his face.,either,MT,0
Я забыл отдать тебе зонтик.,I forgot to give you back your umbrella.,I forgot to give you an umbrella.,either,MT,1
Одолжи мне бумаги для заметок или что-нибудь в этом роде.,Lend me a memo pad or something.,Let me borrow some notebooks or something.,either,MT,1
