src,tgt,hyp,ref,task,label
Use the /b switch to specify black-and-white printing . What is the meaning of switch ?,A command line notation allowing specification of optional behavior .,A device that switches between different modes of operation.,tgt,DM,1
A person in the royal retinue touched a light and lively air on the flageolet . What is the meaning of touch ?,"To perform , as a tune ; to play .",To cause to move ; to cause to move ; to cause to move.,tgt,DM,1
"Accordingly , mr. stryver inaugurated the long vacation with a formal proposal to take miss manette to vauxhall gardens ; that failing , to ranelagh ; that unaccountably failing too , it behoved him to present himself in soho , and there declare his noble mind . What is the meaning of behove ?",To be necessary for ( someone ) .,To befit ; to befit.,tgt,DM,1
Cloth of a beautiful fabric . What is the meaning of fabric ?,"The structure of anything , the manner in which the parts of a thing are united ; workmanship , texture , make .","A material, especially a garment, that is made by weaving, sewing, knitting, crocheting, etc.",tgt,DM,1
He was greatly agitated by the news . What is the meaning of agitate ?,To disturb or excite ; to perturb or stir up ( a person ) .,To cause to be agitated ; to agitate.,tgt,DM,1
"On these occasions i often heard him declare that the whole of europe did not contain ten thousand men , and that as for king george , he was only fit to be a dewan or zamindar under himself . What is the meaning of dewan ?","A holder of any of various offices in various ( usually Islamic ) countries , usually some sort of councillor .","A member of the sultanate of a country, especially a pakistan.",tgt,DM,1
The car raced full-bore into oncoming traffic . What is the meaning of full-bore ?,At top speed ; with full power .,Full-bore ; full-bore.,tgt,DM,1
The author painted a good portrait of urban life in new york in his latest book . What is the meaning of portrait ?,"An accurate depiction of a person , a mood , etc .","A picture, picture, or representation of something.",tgt,DM,1
Her plan to coppice the woods should keep her self-sufficient in fuel indefinitely . What is the meaning of coppice ?,"To manage ( a wooded area ) sustainably , as a coppice , by periodically cutting back woody plants to promote new growth .",To cut down trees in order to make room for growth.,tgt,DM,1
"If the field is divided palewise , or and azure , and cross is borne counterchanged , that part of the cross which comes on the azure side will be or , and that on the or side will be azure . What is the meaning of counterchanged ?",Having the tinctures exchanged mutually .,"Having two parts, or parts, corresponding to each other.",tgt,DM,1
There was a great scandal when it was discovered the singer had been only lip-syncing . What is the meaning of lip-sync ?,To move lips in synchronization with sounds ( generally recorded ) so it appears they are the source of the sounds .,To perform lip-sync.,tgt,DM,1
"He had been indulging in fanciful speculations on spiritual essences , until , like swedenborg , he had an ideal world of his own around him . What is the meaning of essence ?","A being ; especially , a purely spiritual being .","A mystical or spiritual substance, such as a spirit, soul, or spirit, that is embodied in a person's body.",tgt,DM,1
"There appears to be no prospect of success in attempting to combat the crisis by international arrangement , and any improvement in sugar prices can only be looked for from a diminution of the production , either as a consequence of deficient crops , or of a reduction in manufacture . What is the meaning of sugar ?","Sucrose in the form of small crystals , obtained from sugar cane or sugar beet and used to sweeten food and drink .","The chemical element ( symbol S ) with an atomic number of 88. It is a sweet, sweet, and soluble in water.",tgt,DM,1
He stayed collected throughout the ordeal . What is the meaning of collected ?,", emotionally stable , in focus .",In a state of calm ; calm ; calm.,tgt,DM,1
Flinty rock ; flinty slate . What is the meaning of flinty ?,Siliceous ( including basanite ) .,Resembling flint ; having flint-like properties.,tgt,DM,1
Private corporation . What is the meaning of private ?,Not traded by the public .,Of or pertaining to a corporation.,tgt,DM,1
What happened to that girl in the film was so awful - i was extremely moved . What is the meaning of moved ?,Emotionally affected ; touched .,Having a feeling of sympathy or sympathy for someone or something.,tgt,DM,1
"We , ignorant of ourselves , / beg often our own harms . What is the meaning of harm ?","That which causes injury , damage , or loss .",A harm ; a harm ; a harm.,tgt,DM,1
"The bay has fresher water at the surface and saltier water at the bottom , in between is the pycnocline . What is the meaning of pycnocline ?",A boundary layer in a body of water between areas of different temperature or salinity .,The part of a body of water between the surface and the bottom.,tgt,DM,1
"The third day before the calends of february is 30 january , the third calends of march is 27 or 28 february , and the third of the calends of may is 29 april . What is the meaning of calends ?",Often with initial capital : the first day of a month,"The month of March, April, May, and June.",tgt,DM,1
"Generally , when people think of serverless computing , they tend to think of applications with back-ends that run on third-party services , also described as code running on ephemeral containers . What is the meaning of container ?","A bundle consisting of operating system , application code and dependencies to be run sandboxed inside a virtualized environment ; the environment itself .",A container-based architecture.,tgt,DM,1
"He 's a nice guy but when he talks to me , he acts shaky . What is the meaning of shaky ?","Nervous , anxious .","Unsteady, unstable, unstable.",tgt,DM,1
Auricular evidence . What is the meaning of auricular ?,Recognized by the ear ; known by the sense of hearing .,Of or pertaining to the ear.,tgt,DM,1
I 'm trying to correct my sagging floor by sistering the joists . What is the meaning of sister ?,To strengthen ( a supporting beam ) by fastening a second beam alongside it .,To join ( a joist ) to another.,tgt,DM,1
This led to an unfortunate chain of events ' What is the meaning of chain ?,A series of interconnected things .,A series of related events.,tgt,DM,0
Corruption in language . What is the meaning of corruption ?,"The act of changing , or of being changed , for the worse ; departure from what is pure , simple , or correct .",The act of corrupting ; the state of being corrupted.,tgt,DM,1
Billy 's professor was vexed by his continued failure to improve his grades . What is the meaning of vex ?,"To annoy , irritate .",To bewilder or puzzle ; to astonish ; to astonish.,tgt,DM,1
"The point ( 3,2 ) has 3 as its abscissa and 2 as its ordinate . What is the meaning of abscissa ?",The first of the two terms by which a point is,The abscissa of a point.,tgt,DM,1
"Feel these hot rocks , fellas , put you in a dry spot , fellas / in a pine box with nine shots from my glock , fellas . What is the meaning of Glock ?",A handgun made by the Glock company .,A revolver with a.45 caliber barrel.,tgt,DM,0
